Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
1894,1966,5,4,2,2003,Countryside,Poor,No,190774
1895,792,1,1,2,1963,Industrial,Fair,Yes,102024
1896,500,2,2,1,1982,Suburban,Fair,Yes,156387
1897,1889,3,4,2,2006,Downtown,Fair,Yes,402351
1898,2482,3,2,2,1986,Countryside,Excellent,Yes,526987
1899,2371,4,3,3,2007,Seaside,Excellent,Yes,917604
1900,1184,2,1,2,2006,Downtown,Excellent,Yes,395758
1901,1413,4,3,2,1992,Suburban,Fair,Yes,395356
1902,1860,3,2,2,1997,Countryside,Fair,Yes,321021
1903,1462,3,3,2,2024,Suburban,Excellent,Yes,628739
1904,1220,2,2,2,1972,Urban,Fair,Yes,269821
1905,1623,3,3,1,2015,Suburban,Fair,Yes,302115
1906,3076,7,4,3,2019,Industrial,Excellent,Yes,647928
1907,2007,3,3,2,1980,Downtown,Fair,Yes,420318
1908,1274,2,2,1,2006,Suburban,Good,Yes,289029
1909,1265,3,3,2,2014,Rural,Poor,Yes,194812
1910,2011,4,3,2,1982,Seaside,Poor,Yes,374878
1911,2163,5,3,2,2001,Mountain,Good,Yes,636668
1912,1442,3,3,2,2017,Downtown,Good,Yes,471128
1913,2065,3,3,2,2018,Mountain,Good,Yes,403059
1914,761,1,1,2,1968,Rural,Fair,Yes,99792
1915,1420,3,3,1,2012,Seaside,Fair,Yes,472394
1916,1677,3,3,1,1964,Suburban,Fair,No,214549
1917,2735,4,2,3,1971,Rural,Good,Yes,279626
1918,1655,4,4,2,2000,Urban,Good,Yes,614758
1919,2308,4,3,1,2008,Mountain,Good,No,530609
1920,1895,4,3,2,1985,Mountain,Poor,No,328612
1921,2344,4,3,2,2010,Downtown,Fair,Yes,702650
1922,3144,4,3,3,2002,Countryside,Fair,Yes,466540
1923,2201,4,3,2,2021,Suburban,Fair,Yes,423863
1924,1381,4,2,2,2009,Urban,Fair,Yes,318011
1925,2367,3,3,2,2014,Downtown,Good,Yes,781597
1926,1245,3,2,2,1981,Industrial,Excellent,Yes,296443
1927,1180,4,3,2,1971,Industrial,Fair,Yes,196748
1928,1665,4,3,1,1999,Mountain,Poor,No,329316
1929,500,2,2,2,1984,Suburban,Good,No,191082
1930,1830,3,3,1,2014,Mountain,Excellent,Yes,416464
1931,500,2,2,2,2005,Industrial,Good,Yes,129663
1932,600,2,2,1,2000,Industrial,Excellent,Yes,162924
1933,1246,3,3,2,1999,Countryside,Fair,No,221654
1934,500,1,1,2,1998,Countryside,Poor,No,89479
1935,2552,5,4,2,1996,Industrial,Fair,Yes,300246
1936,1011,1,1,2,1982,Industrial,Poor,Yes,117792
1937,2689,6,5,3,1953,Mountain,Poor,Yes,293684
1938,2517,5,4,2,2016,Urban,Fair,No,507801
1939,1910,4,3,2,1983,Urban,Poor,No,298926
1940,976,1,2,1,2001,Rural,Excellent,Yes,251747
1941,3030,5,5,2,2006,Urban,Good,No,869749
1942,1827,4,3,2,2009,Downtown,Good,Yes,615120
1943,1980,4,3,2,2002,Suburban,Good,Yes,328857
1944,1429,3,3,2,1998,Countryside,Excellent,Yes,318321
1945,1206,3,4,2,2008,Countryside,Excellent,Yes,349611
1946,2180,5,3,2,1979,Suburban,Good,Yes,543039
1947,1805,3,2,2,1994,Countryside,Good,Yes,440472
1948,1578,5,4,2,2017,Downtown,Fair,Yes,565954
1949,2078,3,3,1,2004,Suburban,Fair,Yes,445227
1950,1983,4,3,1,2013,Urban,Good,Yes,584087
1951,1135,3,4,1,1963,Suburban,Good,No,195382
1952,1413,3,4,2,2001,Industrial,Good,Yes,225577
1953,3088,5,4,2,1983,Downtown,Good,Yes,786938
1954,1124,2,2,1,1968,Downtown,Good,Yes,352459
1955,2036,5,3,2,1971,Seaside,Fair,Yes,395415
1956,1959,4,4,1,2014,Industrial,Poor,Yes,218647
1957,670,2,1,2,1979,Rural,Fair,No,93240
1958,5786,7,6,2,2023,Downtown,Excellent,Yes,1887860
1959,1354,2,2,1,1971,Suburban,Excellent,No,363109
1960,972,2,1,1,1976,Rural,Fair,No,114984
1961,2056,5,4,2,1996,Rural,Good,No,304827
1962,1543,3,3,2,1980,Countryside,Good,Yes,304883
1963,1880,4,3,2,1984,Mountain,Fair,Yes,354256
1964,2919,5,5,2,2015,Suburban,Good,No,616030
1965,1550,5,3,1,1997,Downtown,Excellent,No,564058
1966,1146,3,3,1,2009,Rural,Fair,Yes,179663
1967,1486,3,2,1,1958,Seaside,Poor,No,287639
1968,1523,4,3,1,2006,Industrial,Good,Yes,255686
1969,2576,4,3,2,1957,Countryside,Good,Yes,390280
1970,1637,3,3,2,1985,Downtown,Good,No,469788
1971,1772,4,3,2,2024,Suburban,Excellent,Yes,545615
1972,3095,5,3,2,2010,Seaside,Good,Yes,832906
1973,1733,4,2,2,2009,Downtown,Good,Yes,553782
1974,3067,5,3,3,1983,Downtown,Poor,Yes,612540
1975,1073,2,1,1,2001,Seaside,Fair,Yes,320045
1976,4707,7,4,2,2025,Downtown,Excellent,Yes,1555320
1977,503,1,2,2,2025,Seaside,Excellent,No,266138
1978,1941,3,3,1,2022,Mountain,Fair,Yes,340276
1979,2038,3,2,2,2004,Countryside,Good,Yes,358388
1980,1227,2,1,1,2002,Downtown,Fair,Yes,324096
1981,2340,4,3,1,2005,Seaside,Excellent,Yes,725547
1982,1435,3,3,2,2022,Mountain,Excellent,Yes,520138
1983,1829,3,2,1,2020,Rural,Poor,Yes,263910
1984,2278,5,3,1,2022,Countryside,Excellent,No,471439
1985,1125,2,1,1,1965,Industrial,Fair,No,126000
1986,1356,3,3,2,1971,Urban,Good,No,405863
1987,682,2,1,3,1964,Rural,Poor,Yes,94104
1988,1988,3,2,2,2019,Seaside,Good,Yes,531455
1989,836,2,2,1,1997,Urban,Good,Yes,276988
1990,1272,2,2,2,1973,Urban,Fair,Yes,273521
1991,1461,3,3,1,2005,Urban,Good,Yes,473589
1992,1270,3,2,1,1951,Countryside,Good,Yes,251849
1993,2229,3,3,2,2008,Urban,Fair,Yes,491327
1994,2673,5,3,2,2021,Urban,Good,Yes,944734
1995,1878,3,3,2,2016,Countryside,Poor,Yes,301032
1996,2159,3,2,2,1991,Countryside,Fair,No,274937
1997,2712,6,4,2,2009,Urban,Fair,Yes,642829
1998,1787,5,4,2,1985,Industrial,Good,Yes,282036
1999,2334,3,2,3,1981,Suburban,Fair,Yes,456317
2000,2095,3,3,2,2011,Countryside,Poor,No,275868
